Inflow conditions in Carvins Cove for July/Aug, 2005 
Data - (1) Time (hours) from start of simulations (> length of simulations) 
       (2) Flow rate (scfm) 
       (3) Temperature or active scalar; (others) Non-active scalars (tracers) kg/s
Type = -2 (section I/O boundary condition);  =  1 (bubble plumes) 
                                             = -1 (cell injection) 
******************************************************************************* 
Type     !     1     ! 
NumRecs  !   300     ! 
******************************************************************************* 
uEpss    !    0.0    ! Fraction of flow in Eastward direction   
uWpss    !    0.0    ! Fraction of flow in Westward direction 
vNpss    !    0.5    !                     Northward     
vSpss    !    0.5    !                     Southward  
qthresh  !    0.0    ! Threshold flows to start operating point source solution  
*******************************************************************************   
idetr    !     0.00  ! Fraction that multiplies (Qdetr/dx/h) for speed at detrainment cells 
labmnot  !   0.0120  ! Diffuser half width (m) (SHR) 
diamm    !     3.00  ! Initial bubble diameter (SHR) 
salamb   !    28.    ! Ambient salinity (uS/cm)   (SHR)    
patm     ! 95854.8   ! Atmospheric pressure (pascals) (mm) 
isrelcell!     0     ! If 0 absolute cell from the surface; 1 relative cell from the bottom
plumcell !    19     ! Cell from the bottom where the diffusers locate
psstr    !     1     ! number of column for tracers psstr = ntotal - 3 
pdt      !    90     ! No. of time steps between updates  
***********************************************************************  
    0.0000     15.000     8.0000   237.0000 
    0.0000     10.000     8.0000   151.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
    0.0000      0.000     8.0000     0.0000 
